date,value,Variable
2003-01-01,730.994,Réserve Fédérale
2003-01-08,723.762,Réserve Fédérale
2003-01-15,720.074,Réserve Fédérale
2003-01-22,735.953,Réserve Fédérale
2003-01-29,712.809,Réserve Fédérale
2003-02-05,719.643,Réserve Fédérale
2003-02-12,713.281,Réserve Fédérale
2003-02-19,730.4,Réserve Fédérale
2003-02-26,721.98,Réserve Fédérale
2003-03-05,722.649,Réserve Fédérale
2003-03-12,717.014,Réserve Fédérale
2003-03-19,729.923,Réserve Fédérale
2003-03-26,725.019,Réserve Fédérale
2003-04-02,732.452,Réserve Fédérale
2003-04-09,727.826,Réserve Fédérale
2003-04-16,745.838,Réserve Fédérale
2003-04-23,732.222,Réserve Fédérale
2003-04-30,746.294,Réserve Fédérale
2003-05-07,733.466,Réserve Fédérale
2003-05-14,740.371,Réserve Fédérale
2003-05-21,734.699,Réserve Fédérale
2003-05-28,744.896,Réserve Fédérale
2003-06-04,731.667,Réserve Fédérale
2003-06-11,743.236,Réserve Fédérale
2003-06-18,735.926,Réserve Fédérale
2003-06-25,744.018,Réserve Fédérale
2003-07-02,740.126,Réserve Fédérale
2003-07-09,744.43,Réserve Fédérale
2003-07-16,737.765,Réserve Fédérale
2003-07-23,745.665,Réserve Fédérale
2003-07-30,740.295,Réserve Fédérale
2003-08-06,734.018,Réserve Fédérale
2003-08-13,735.386,Réserve Fédérale
2003-08-20,750.825,Réserve Fédérale
2003-08-27,740.637,Réserve Fédérale
2003-09-03,750.461,Réserve Fédérale
2003-09-10,737.234,Réserve Fédérale
2003-09-17,743.939,Réserve Fédérale
2003-09-24,741.193,Réserve Fédérale
2003-10-01,753.155,Réserve Fédérale
2003-10-08,737.108,Réserve Fédérale
2003-10-15,754.229,Réserve Fédérale
2003-10-22,743.578,Réserve Fédérale
2003-10-29,747.272,Réserve Fédérale
2003-11-05,744.116,Réserve Fédérale
2003-11-12,745.604,Réserve Fédérale
2003-11-19,744.521,Réserve Fédérale
2003-11-26,756.964,Réserve Fédérale
2003-12-03,749.981,Réserve Fédérale
2003-12-10,756.585,Réserve Fédérale
2003-12-17,753.919,Réserve Fédérale
2003-12-24,767.012,Réserve Fédérale
2003-12-31,771.551,Réserve Fédérale
2004-01-07,755.829,Réserve Fédérale
2004-01-14,752.812,Réserve Fédérale
2004-01-21,775.833,Réserve Fédérale
2004-01-28,755.279,Réserve Fédérale
2004-02-04,754.153,Réserve Fédérale
2004-02-11,750.999,Réserve Fédérale
2004-02-18,758.759,Réserve Fédérale
2004-02-25,750.666,Réserve Fédérale
2004-03-03,754.867,Réserve Fédérale
2004-03-10,749.95,Réserve Fédérale
2004-03-17,760.638,Réserve Fédérale
2004-03-24,751.51,Réserve Fédérale
2004-03-31,760.725,Réserve Fédérale
2004-04-07,754.083,Réserve Fédérale
2004-04-14,763.734,Réserve Fédérale
2004-04-21,757.984,Réserve Fédérale
2004-04-28,772.927,Réserve Fédérale
2004-05-05,758.838,Réserve Fédérale
2004-05-12,764.835,Réserve Fédérale
2004-05-19,756.874,Réserve Fédérale
2004-05-26,771.108,Réserve Fédérale
2004-06-02,764.09,Réserve Fédérale
2004-06-09,772.187,Réserve Fédérale
2004-06-16,761.834,Réserve Fédérale
2004-06-23,775.261,Réserve Fédérale
2004-06-30,779.578,Réserve Fédérale
2004-07-07,778.163,Réserve Fédérale
2004-07-14,775.536,Réserve Fédérale
2004-07-21,776.764,Réserve Fédérale
2004-07-28,773.916,Réserve Fédérale
2004-08-04,772.085,Réserve Fédérale
2004-08-11,769.265,Réserve Fédérale
2004-08-18,767.595,Réserve Fédérale
2004-08-25,775.437,Réserve Fédérale
2004-09-01,785.273,Réserve Fédérale
2004-09-08,788.602,Réserve Fédérale
2004-09-15,789.128,Réserve Fédérale
2004-09-22,782.124,Réserve Fédérale
2004-09-29,786.33,Réserve Fédérale
2004-10-06,781.777,Réserve Fédérale
2004-10-13,795.483,Réserve Fédérale
2004-10-20,784.954,Réserve Fédérale
2004-10-27,791.336,Réserve Fédérale
2004-11-03,790.552,Réserve Fédérale
2004-11-10,800.473,Réserve Fédérale
2004-11-17,794.09,Réserve Fédérale
2004-11-24,809.956,Réserve Fédérale
2004-12-01,807.063,Réserve Fédérale
2004-12-08,808.495,Réserve Fédérale
2004-12-15,807.028,Réserve Fédérale
2004-12-22,811.333,Réserve Fédérale
2004-12-29,810.944,Réserve Fédérale
2005-01-05,815.702,Réserve Fédérale
2005-01-12,798.455,Réserve Fédérale
2005-01-19,806.96,Réserve Fédérale
2005-01-26,807.262,Réserve Fédérale
2005-02-02,804.746,Réserve Fédérale
2005-02-09,797.299,Réserve Fédérale
2005-02-16,795.606,Réserve Fédérale
2005-02-23,804.576,Réserve Fédérale
2005-03-02,801.252,Réserve Fédérale
2005-03-09,799.25,Réserve Fédérale
2005-03-16,807.211,Réserve Fédérale
2005-03-23,797.094,Réserve Fédérale
2005-03-30,807.551,Réserve Fédérale
2005-04-06,797.327,Réserve Fédérale
2005-04-13,805.707,Réserve Fédérale
2005-04-20,801.793,Réserve Fédérale
2005-04-27,809.797,Réserve Fédérale
2005-05-04,802.412,Réserve Fédérale
2005-05-11,808.378,Réserve Fédérale
2005-05-18,801.546,Réserve Fédérale
2005-05-25,810.16,Réserve Fédérale
2005-06-01,817.335,Réserve Fédérale
2005-06-08,814.172,Réserve Fédérale
2005-06-15,811.198,Réserve Fédérale
2005-06-22,810.429,Réserve Fédérale
2005-06-29,810.082,Réserve Fédérale
2005-07-06,821.556,Réserve Fédérale
2005-07-13,808.861,Réserve Fédérale
2005-07-20,816.804,Réserve Fédérale
2005-07-27,814.259,Réserve Fédérale
2005-08-03,818.841,Réserve Fédérale
2005-08-10,808.544,Réserve Fédérale
2005-08-17,813.774,Réserve Fédérale
2005-08-24,811.313,Réserve Fédérale
2005-08-31,823.237,Réserve Fédérale
2005-09-07,822.5,Réserve Fédérale
2005-09-14,823.59,Réserve Fédérale
2005-09-21,812.926,Réserve Fédérale
2005-09-28,823.771,Réserve Fédérale
2005-10-05,817.137,Réserve Fédérale
2005-10-12,826.306,Réserve Fédérale
2005-10-19,814.281,Réserve Fédérale
2005-10-26,819.105,Réserve Fédérale
2005-11-02,814.571,Réserve Fédérale
2005-11-09,824.991,Réserve Fédérale
2005-11-16,823.263,Réserve Fédérale
2005-11-23,833.124,Réserve Fédérale
2005-11-30,835.059,Réserve Fédérale
2005-12-07,833.25,Réserve Fédérale
2005-12-14,830.95,Réserve Fédérale
2005-12-21,848.317,Réserve Fédérale
2005-12-28,847.7,Réserve Fédérale
2006-01-04,851.856,Réserve Fédérale
2006-01-11,829.357,Réserve Fédérale
2006-01-18,836.042,Réserve Fédérale
2006-01-25,828.901,Réserve Fédérale
2006-02-01,831.808,Réserve Fédérale
2006-02-08,827.613,Réserve Fédérale
2006-02-15,835.24,Réserve Fédérale
2006-02-22,840.555,Réserve Fédérale
2006-03-01,839.356,Réserve Fédérale
2006-03-08,839.234,Réserve Fédérale
2006-03-15,843.01,Réserve Fédérale
2006-03-22,838.003,Réserve Fédérale
2006-03-29,833.675,Réserve Fédérale
2006-04-05,834.589,Réserve Fédérale
2006-04-12,836.862,Réserve Fédérale
2006-04-19,836.352,Réserve Fédérale
2006-04-26,844.572,Réserve Fédérale
2006-05-03,843.867,Réserve Fédérale
2006-05-10,838.405,Réserve Fédérale
2006-05-17,838.153,Réserve Fédérale
2006-05-24,840.251,Réserve Fédérale
2006-05-31,851.58,Réserve Fédérale
2006-06-07,849.074,Réserve Fédérale
2006-06-14,845.869,Réserve Fédérale
2006-06-21,844.773,Réserve Fédérale
2006-06-28,844.436,Réserve Fédérale
2006-07-05,851.659,Réserve Fédérale
2006-07-12,844.391,Réserve Fédérale
2006-07-19,849.894,Réserve Fédérale
2006-07-26,841.552,Réserve Fédérale
2006-08-02,850.263,Réserve Fédérale
2006-08-09,840.006,Réserve Fédérale
2006-08-16,842.876,Réserve Fédérale
2006-08-23,837.987,Réserve Fédérale
2006-08-30,850.925,Réserve Fédérale
2006-09-06,848.594,Réserve Fédérale
2006-09-13,840.886,Réserve Fédérale
2006-09-20,838.192,Réserve Fédérale
2006-09-27,849.971,Réserve Fédérale
2006-10-04,842.296,Réserve Fédérale
2006-10-11,859.339,Réserve Fédérale
2006-10-18,844.2,Réserve Fédérale
2006-10-25,852.648,Réserve Fédérale
2006-11-01,855.536,Réserve Fédérale
2006-11-08,858.63,Réserve Fédérale
2006-11-15,855.551,Réserve Fédérale
2006-11-22,865.126,Réserve Fédérale
2006-11-29,856.671,Réserve Fédérale
2006-12-06,862.178,Réserve Fédérale
2006-12-13,853.851,Réserve Fédérale
2006-12-20,865.01,Réserve Fédérale
2006-12-27,869.988,Réserve Fédérale
2007-01-03,874.626,Réserve Fédérale
2007-01-10,854.819,Réserve Fédérale
2007-01-17,859.363,Réserve Fédérale
2007-01-24,851.755,Réserve Fédérale
2007-01-31,865.73,Réserve Fédérale
2007-02-07,855.057,Réserve Fédérale
2007-02-14,867.199,Réserve Fédérale
2007-02-21,869.235,Réserve Fédérale
2007-02-28,877.409,Réserve Fédérale
2007-03-07,864.505,Réserve Fédérale
2007-03-14,876.108,Réserve Fédérale
2007-03-21,863.067,Réserve Fédérale
2007-03-28,869.803,Réserve Fédérale
2007-04-04,862.319,Réserve Fédérale
2007-04-11,865.441,Réserve Fédérale
2007-04-18,861.335,Réserve Fédérale
2007-04-25,879.686,Réserve Fédérale
2007-05-02,890.857,Réserve Fédérale
2007-05-09,875.27,Réserve Fédérale
2007-05-16,859.559,Réserve Fédérale
2007-05-23,873.935,Réserve Fédérale
2007-05-30,876.986,Réserve Fédérale
2007-06-06,872.706,Réserve Fédérale
2007-06-13,864.989,Réserve Fédérale
2007-06-20,866.089,Réserve Fédérale
2007-06-27,865.105,Réserve Fédérale
2007-07-04,876.611,Réserve Fédérale
2007-07-11,869.407,Réserve Fédérale
2007-07-18,872.916,Réserve Fédérale
2007-07-25,863.89,Réserve Fédérale
2007-08-01,870.261,Réserve Fédérale
2007-08-08,865.453,Réserve Fédérale
2007-08-15,864.931,Réserve Fédérale
2007-08-22,862.775,Réserve Fédérale
2007-08-29,872.873,Réserve Fédérale
2007-09-05,871.156,Réserve Fédérale
2007-09-12,886.314,Réserve Fédérale
2007-09-19,867.732,Réserve Fédérale
2007-09-26,889.9,Réserve Fédérale
2007-10-03,869.051,Réserve Fédérale
2007-10-10,886.363,Réserve Fédérale
2007-10-17,869.509,Réserve Fédérale
2007-10-24,881.395,Réserve Fédérale
2007-10-31,883.385,Réserve Fédérale
2007-11-07,885.724,Réserve Fédérale
2007-11-14,889.537,Réserve Fédérale
2007-11-21,891.028,Réserve Fédérale
2007-11-28,879.417,Réserve Fédérale
2007-12-05,882.764,Réserve Fédérale
2007-12-12,881.75,Réserve Fédérale
2007-12-19,887.983,Réserve Fédérale
2007-12-26,890.662,Réserve Fédérale
2008-01-02,922.187,Réserve Fédérale
2008-01-09,880.754,Réserve Fédérale
2008-01-16,893.581,Réserve Fédérale
2008-01-23,877.253,Réserve Fédérale
2008-01-30,900.264,Réserve Fédérale
2008-02-06,871.022,Réserve Fédérale
2008-02-13,883.005,Réserve Fédérale
2008-02-20,878.949,Réserve Fédérale
2008-02-27,893.825,Réserve Fédérale
2008-03-05,881.208,Réserve Fédérale
2008-03-12,896.565,Réserve Fédérale
2008-03-19,888.646,Réserve Fédérale
2008-03-26,893.965,Réserve Fédérale
2008-04-02,883.708,Réserve Fédérale
2008-04-09,893.029,Réserve Fédérale
2008-04-16,881.904,Réserve Fédérale
2008-04-23,885.781,Réserve Fédérale
2008-04-30,888.131,Réserve Fédérale
2008-05-07,889.228,Réserve Fédérale
2008-05-14,880.175,Réserve Fédérale
2008-05-21,898.487,Réserve Fédérale
2008-05-28,904.054,Réserve Fédérale
2008-06-04,895.939,Réserve Fédérale
2008-06-11,890.61,Réserve Fédérale
2008-06-18,902.304,Réserve Fédérale
2008-06-25,892.713,Réserve Fédérale
2008-07-02,902.962,Réserve Fédérale
2008-07-09,898.034,Réserve Fédérale
2008-07-16,910.681,Réserve Fédérale
2008-07-23,899.665,Réserve Fédérale
2008-07-30,918.625,Réserve Fédérale
2008-08-06,901.71,Réserve Fédérale
2008-08-13,914.632,Réserve Fédérale
2008-08-20,898.611,Réserve Fédérale
2008-08-27,909.982,Réserve Fédérale
2008-09-03,905.253,Réserve Fédérale
2008-09-10,925.725,Réserve Fédérale
2008-09-17,995.093,Réserve Fédérale
2008-09-24,1211.825,Réserve Fédérale
2008-10-01,1503.989,Réserve Fédérale
2008-10-08,1591.587,Réserve Fédérale
2008-10-15,1770.809,Réserve Fédérale
2008-10-22,1802.602,Réserve Fédérale
2008-10-29,1969.086,Réserve Fédérale
2008-11-05,2074.205,Réserve Fédérale
2008-11-12,2212.852,Réserve Fédérale
2008-11-19,2187.137,Réserve Fédérale
2008-11-26,2106.117,Réserve Fédérale
2008-12-03,2136.924,Réserve Fédérale
2008-12-10,2250.012,Réserve Fédérale
2008-12-17,2254.983,Réserve Fédérale
2008-12-24,2232.311,Réserve Fédérale
2008-12-31,2239.457,Réserve Fédérale
2009-01-07,2121.439,Réserve Fédérale
2009-01-14,2049.714,Réserve Fédérale
2009-01-21,2037.112,Réserve Fédérale
2009-01-28,1927.082,Réserve Fédérale
2009-02-04,1851.437,Réserve Fédérale
2009-02-11,1843.4,Réserve Fédérale
2009-02-18,1915.562,Réserve Fédérale
2009-02-25,1916.115,Réserve Fédérale
2009-03-04,1901.317,Réserve Fédérale
2009-03-11,1899.514,Réserve Fédérale
2009-03-18,2066.942,Réserve Fédérale
2009-03-25,2071.556,Réserve Fédérale
2009-04-01,2078.936,Réserve Fédérale
2009-04-08,2088.573,Réserve Fédérale
2009-04-15,2186.498,Réserve Fédérale
2009-04-22,2196.812,Réserve Fédérale
2009-04-29,2066.712,Réserve Fédérale
2009-05-06,2079.758,Réserve Fédérale
2009-05-13,2196.351,Réserve Fédérale
2009-05-20,2181.632,Réserve Fédérale
2009-05-27,2080.115,Réserve Fédérale
2009-06-03,2077.695,Réserve Fédérale
2009-06-10,2052.297,Réserve Fédérale
2009-06-17,2072.527,Réserve Fédérale
2009-06-24,2025.571,Réserve Fédérale
2009-07-01,2005.627,Réserve Fédérale
2009-07-08,1992.74,Réserve Fédérale
2009-07-15,2072.451,Réserve Fédérale
2009-07-22,2039.001,Réserve Fédérale
2009-07-29,2000.547,Réserve Fédérale
2009-08-05,1989.203,Réserve Fédérale
2009-08-12,2014.899,Réserve Fédérale
2009-08-19,2060.641,Réserve Fédérale
2009-08-26,2074.902,Réserve Fédérale
2009-09-02,2083.72,Réserve Fédérale
2009-09-09,2087.946,Réserve Fédérale
2009-09-16,2139.783,Réserve Fédérale
2009-09-23,2158.631,Réserve Fédérale
2009-09-30,2141.02,Réserve Fédérale
2009-10-07,2138.086,Réserve Fédérale
2009-10-14,2192.787,Réserve Fédérale
2009-10-21,2201.119,Réserve Fédérale
2009-10-28,2161.537,Réserve Fédérale
2009-11-04,2165.067,Réserve Fédérale
2009-11-11,2135.035,Réserve Fédérale
2009-11-18,2208.721,Réserve Fédérale
2009-11-25,2206.359,Réserve Fédérale
2009-12-02,2204.074,Réserve Fédérale
2009-12-09,2186.383,Réserve Fédérale
2009-12-16,2235.763,Réserve Fédérale
2009-12-23,2235.803,Réserve Fédérale
2009-12-30,2234.067,Réserve Fédérale
2010-01-06,2235.304,Réserve Fédérale
2010-01-13,2291.7,Réserve Fédérale
2010-01-20,2251.806,Réserve Fédérale
2010-01-27,2246.886,Réserve Fédérale
2010-02-03,2249.319,Réserve Fédérale
2010-02-10,2256.679,Réserve Fédérale
2010-02-17,2277.574,Réserve Fédérale
2010-02-24,2286.127,Réserve Fédérale
2010-03-03,2280.147,Réserve Fédérale
2010-03-10,2282.474,Réserve Fédérale
2010-03-17,2307.997,Réserve Fédérale
2010-03-24,2313.149,Réserve Fédérale
2010-03-31,2307.15,Réserve Fédérale
2010-04-07,2307.575,Réserve Fédérale
2010-04-14,2339.345,Réserve Fédérale
2010-04-21,2337.556,Réserve Fédérale
2010-04-28,2330.472,Réserve Fédérale
2010-05-05,2326.164,Réserve Fédérale
2010-05-12,2336.103,Réserve Fédérale
2010-05-19,2350.89,Réserve Fédérale
2010-05-26,2334.041,Réserve Fédérale
2010-06-02,2336.216,Réserve Fédérale
2010-06-09,2331.529,Réserve Fédérale
2010-06-16,2344.316,Réserve Fédérale
2010-06-23,2344.497,Réserve Fédérale
2010-06-30,2330.851,Réserve Fédérale
2010-07-07,2332.017,Réserve Fédérale
2010-07-14,2340.717,Réserve Fédérale
2010-07-21,2332.322,Réserve Fédérale
2010-07-28,2325.298,Réserve Fédérale
2010-08-04,2326.479,Réserve Fédérale
2010-08-11,2327.533,Réserve Fédérale
2010-08-18,2313.662,Réserve Fédérale
2010-08-25,2301.015,Réserve Fédérale
2010-09-01,2301.996,Réserve Fédérale
2010-09-08,2305.802,Réserve Fédérale
2010-09-15,2296.079,Réserve Fédérale
2010-09-22,2307.171,Réserve Fédérale
2010-09-29,2298.691,Réserve Fédérale
2010-10-06,2308.092,Réserve Fédérale
2010-10-13,2309.885,Réserve Fédérale
2010-10-20,2305.227,Réserve Fédérale
2010-10-27,2295.392,Réserve Fédérale
2010-11-03,2300.353,Réserve Fédérale
2010-11-10,2312.768,Réserve Fédérale
2010-11-17,2314.757,Réserve Fédérale
2010-11-24,2346.001,Réserve Fédérale
2010-12-01,2346.92,Réserve Fédérale
2010-12-08,2382.294,Réserve Fédérale
2010-12-15,2385.754,Réserve Fédérale
2010-12-22,2427.921,Réserve Fédérale
2010-12-29,2420.57,Réserve Fédérale
2011-01-05,2436.064,Réserve Fédérale
2011-01-12,2468.131,Réserve Fédérale
2011-01-19,2425.164,Réserve Fédérale
2011-01-26,2443.527,Réserve Fédérale
2011-02-02,2469.419,Réserve Fédérale
2011-02-09,2500.481,Réserve Fédérale
2011-02-16,2508.868,Réserve Fédérale
2011-02-23,2533.221,Réserve Fédérale
2011-03-02,2545.119,Réserve Fédérale
2011-03-09,2577.076,Réserve Fédérale
2011-03-16,2583.046,Réserve Fédérale
2011-03-23,2601.341,Réserve Fédérale
2011-03-30,2622.523,Réserve Fédérale
2011-04-06,2648.676,Réserve Fédérale
2011-04-13,2665.408,Réserve Fédérale
2011-04-20,2685.782,Réserve Fédérale
2011-04-27,2690.985,Réserve Fédérale
2011-05-04,2718.757,Réserve Fédérale
2011-05-11,2744.498,Réserve Fédérale
2011-05-18,2758.009,Réserve Fédérale
2011-05-25,2774.996,Réserve Fédérale
2011-06-01,2788.723,Réserve Fédérale
2011-06-08,2811.206,Réserve Fédérale
2011-06-15,2827.549,Réserve Fédérale
2011-06-22,2856.403,Réserve Fédérale
2011-06-29,2865.251,Réserve Fédérale
2011-07-06,2870.103,Réserve Fédérale
2011-07-13,2878.074,Réserve Fédérale
2011-07-20,2871.301,Réserve Fédérale
2011-07-27,2863.576,Réserve Fédérale
2011-08-03,2867.215,Réserve Fédérale
2011-08-10,2872.423,Réserve Fédérale
2011-08-17,2857.906,Réserve Fédérale
2011-08-24,2859.433,Réserve Fédérale
2011-08-31,2853.888,Réserve Fédérale
2011-09-07,2858.66,Réserve Fédérale
2011-09-14,2863.54,Réserve Fédérale
2011-09-21,2857.747,Réserve Fédérale
2011-09-28,2850.921,Réserve Fédérale
2011-10-05,2859.701,Réserve Fédérale
2011-10-12,2860.822,Réserve Fédérale
2011-10-19,2852.39,Réserve Fédérale
2011-10-26,2845.685,Réserve Fédérale
2011-11-02,2822.034,Réserve Fédérale
2011-11-09,2839.786,Réserve Fédérale
2011-11-16,2831.576,Réserve Fédérale
2011-11-23,2821.98,Réserve Fédérale
2011-11-30,2814.235,Réserve Fédérale
2011-12-07,2820.691,Réserve Fédérale
2011-12-14,2902.488,Réserve Fédérale
2011-12-21,2916.085,Réserve Fédérale
2011-12-28,2926.095,Réserve Fédérale
2012-01-04,2917.689,Réserve Fédérale
2012-01-11,2899.149,Réserve Fédérale
2012-01-18,2919.423,Réserve Fédérale
2012-01-25,2919.545,Réserve Fédérale
2012-02-01,2924.947,Réserve Fédérale
2012-02-08,2928.275,Réserve Fédérale
2012-02-15,2937.893,Réserve Fédérale
2012-02-22,2932.813,Réserve Fédérale
2012-02-29,2925.722,Réserve Fédérale
2012-03-07,2884.747,Réserve Fédérale
2012-03-14,2893.56,Réserve Fédérale
2012-03-21,2892.646,Réserve Fédérale
2012-03-28,2878.137,Réserve Fédérale
2012-04-04,2865.478,Réserve Fédérale
2012-04-11,2867.2,Réserve Fédérale
2012-04-18,2875.47,Réserve Fédérale
2012-04-25,2866.561,Réserve Fédérale
2012-05-02,2864.28,Réserve Fédérale
2012-05-09,2864.15,Réserve Fédérale
2012-05-16,2850.984,Réserve Fédérale
2012-05-23,2859.495,Réserve Fédérale
2012-05-30,2842.654,Réserve Fédérale
2012-06-06,2852.018,Réserve Fédérale
2012-06-13,2869.071,Réserve Fédérale
2012-06-20,2870.846,Réserve Fédérale
2012-06-27,2863.547,Réserve Fédérale
2012-07-04,2865.858,Réserve Fédérale
2012-07-11,2866.279,Réserve Fédérale
2012-07-18,2855.807,Réserve Fédérale
2012-07-25,2846.757,Réserve Fédérale
2012-08-01,2851.118,Réserve Fédérale
2012-08-08,2856.181,Réserve Fédérale
2012-08-15,2833.317,Réserve Fédérale
2012-08-22,2825.661,Réserve Fédérale
2012-08-29,2812.806,Réserve Fédérale
2012-09-05,2822.169,Réserve Fédérale
2012-09-12,2823.448,Réserve Fédérale
2012-09-19,2821.574,Réserve Fédérale
2012-09-26,2804.457,Réserve Fédérale
2012-10-03,2808.512,Réserve Fédérale
2012-10-10,2811.623,Réserve Fédérale
2012-10-17,2846.92,Réserve Fédérale
2012-10-24,2840.964,Réserve Fédérale
2012-10-31,2823.137,Réserve Fédérale
2012-11-07,2830.791,Réserve Fédérale
2012-11-14,2877.244,Réserve Fédérale
2012-11-21,2871.161,Réserve Fédérale
2012-11-28,2851.362,Réserve Fédérale
2012-12-05,2859.807,Réserve Fédérale
2012-12-12,2917.26,Réserve Fédérale
2012-12-19,2920.231,Réserve Fédérale
2012-12-26,2907.3,Réserve Fédérale
2013-01-02,2917.189,Réserve Fédérale
2013-01-09,2928.728,Réserve Fédérale
2013-01-16,2963.812,Réserve Fédérale
2013-01-23,3011.697,Réserve Fédérale
2013-01-30,3008.704,Réserve Fédérale
2013-02-06,3014.975,Réserve Fédérale
2013-02-13,3074.225,Réserve Fédérale
2013-02-20,3095.15,Réserve Fédérale
2013-02-27,3090.6,Réserve Fédérale
2013-03-06,3108.805,Réserve Fédérale
2013-03-13,3165.396,Réserve Fédérale
2013-03-20,3206.888,Réserve Fédérale
2013-03-27,3202.256,Réserve Fédérale
2013-04-03,3215.432,Réserve Fédérale
2013-04-10,3227.762,Réserve Fédérale
2013-04-17,3295.109,Réserve Fédérale
2013-04-24,3318.649,Réserve Fédérale
2013-05-01,3317.194,Réserve Fédérale
2013-05-08,3324.615,Réserve Fédérale
2013-05-15,3354.269,Réserve Fédérale
2013-05-22,3398.713,Réserve Fédérale
2013-05-29,3385.128,Réserve Fédérale
2013-06-05,3400.183,Réserve Fédérale
2013-06-12,3410.842,Réserve Fédérale
2013-06-19,3470.53,Réserve Fédérale
2013-06-26,3478.672,Réserve Fédérale
2013-07-03,3492.742,Réserve Fédérale
2013-07-10,3504.095,Réserve Fédérale
2013-07-17,3537.861,Réserve Fédérale
2013-07-24,3574.574,Réserve Fédérale
2013-07-31,3571.797,Réserve Fédérale
2013-08-07,3585.359,Réserve Fédérale
2013-08-14,3646.323,Réserve Fédérale
2013-08-21,3645.668,Réserve Fédérale
2013-08-28,3644.456,Réserve Fédérale
2013-09-04,3654.182,Réserve Fédérale
2013-09-11,3662.035,Réserve Fédérale
2013-09-18,3722.192,Réserve Fédérale
2013-09-25,3734.018,Réserve Fédérale
2013-10-02,3747.387,Réserve Fédérale
2013-10-09,3758.663,Réserve Fédérale
2013-10-16,3813.599,Réserve Fédérale
2013-10-23,3839.033,Réserve Fédérale
2013-10-30,3843.396,Réserve Fédérale
2013-11-06,3851.623,Réserve Fédérale
2013-11-13,3907.424,Réserve Fédérale
2013-11-20,3906.62,Réserve Fédérale
2013-11-27,3925.876,Réserve Fédérale
2013-12-04,3932.626,Réserve Fédérale
2013-12-11,3993.955,Réserve Fédérale
2013-12-18,4008.062,Réserve Fédérale
2013-12-25,4032.575,Réserve Fédérale
2014-01-01,4023.64,Réserve Fédérale
2014-01-08,4028.185,Réserve Fédérale
2014-01-15,4071.528,Réserve Fédérale
2014-01-22,4097.914,Réserve Fédérale
2014-01-29,4102.138,Réserve Fédérale
2014-02-05,4109.285,Réserve Fédérale
2014-02-12,4119.474,Réserve Fédérale
2014-02-19,4149.224,Réserve Fédérale
2014-02-26,4159.972,Réserve Fédérale
2014-03-05,4171.762,Réserve Fédérale
2014-03-12,4181.361,Réserve Fédérale
2014-03-19,4222.081,Réserve Fédérale
2014-03-26,4226.971,Réserve Fédérale
2014-04-02,4236.441,Réserve Fédérale
2014-04-09,4244.188,Réserve Fédérale
2014-04-16,4283.967,Réserve Fédérale
2014-04-23,4296.339,Réserve Fédérale
2014-04-30,4296.049,Réserve Fédérale
2014-05-07,4303.143,Réserve Fédérale
2014-05-14,4336.649,Réserve Fédérale
2014-05-21,4327.56,Réserve Fédérale
2014-05-28,4322.654,Réserve Fédérale
2014-06-04,4330.917,Réserve Fédérale
2014-06-11,4340.904,Réserve Fédérale
2014-06-18,4368.168,Réserve Fédérale
2014-06-25,4368.348,Réserve Fédérale
2014-07-02,4377.031,Réserve Fédérale
2014-07-09,4383.401,Réserve Fédérale
2014-07-16,4398.201,Réserve Fédérale
2014-07-23,4410.746,Réserve Fédérale
2014-07-30,4406.637,Réserve Fédérale
2014-08-06,4410.111,Réserve Fédérale
2014-08-13,4431.923,Réserve Fédérale
2014-08-20,4412.924,Réserve Fédérale
2014-08-27,4413.736,Réserve Fédérale
2014-09-03,4415.587,Réserve Fédérale
2014-09-10,4421.408,Réserve Fédérale
2014-09-17,4449.588,Réserve Fédérale
2014-09-24,4459.05,Réserve Fédérale
2014-10-01,4450.26,Réserve Fédérale
2014-10-08,4455.403,Réserve Fédérale
2014-10-15,4474.36,Réserve Fédérale
2014-10-22,4481.616,Réserve Fédérale
2014-10-29,4486.754,Réserve Fédérale
2014-11-05,4486.585,Réserve Fédérale
2014-11-12,4488.895,Réserve Fédérale
2014-11-19,4492.759,Réserve Fédérale
2014-11-26,4485.931,Réserve Fédérale
2014-12-03,4486.19,Réserve Fédérale
2014-12-10,4488.865,Réserve Fédérale
2014-12-17,4502.247,Réserve Fédérale
2014-12-24,4509.462,Réserve Fédérale
2014-12-31,4497.66,Réserve Fédérale
2015-01-07,4499.524,Réserve Fédérale
2015-01-14,4516.077,Réserve Fédérale
2015-01-21,4512.936,Réserve Fédérale
2015-01-28,4500.064,Réserve Fédérale
2015-02-04,4500.348,Réserve Fédérale
2015-02-11,4501.685,Réserve Fédérale
2015-02-18,4496.851,Réserve Fédérale
2015-02-25,4486.725,Réserve Fédérale
2015-03-04,4487.583,Réserve Fédérale
2015-03-11,4489.279,Réserve Fédérale
2015-03-18,4495.888,Réserve Fédérale
2015-03-25,4480.603,Réserve Fédérale
2015-04-01,4481.799,Réserve Fédérale
2015-04-08,4483.419,Réserve Fédérale
2015-04-15,4485.366,Réserve Fédérale
2015-04-22,4489.695,Réserve Fédérale
2015-04-29,4471.499,Réserve Fédérale
2015-05-06,4472.703,Réserve Fédérale
2015-05-13,4501.188,Réserve Fédérale
2015-05-20,4480.384,Réserve Fédérale
2015-05-27,4463.981,Réserve Fédérale
2015-06-03,4465.36,Réserve Fédérale
